VIN (1-10),County,City,State,Postal Code,Model Year,Make,Model,Electric Vehicle Type,Clean Alternative Fuel Vehicle (CAFV) Eligibility,Electric Range,Base MSRP,Legislative District,DOL Vehicle ID,Vehicle Location,Electric Utility,2020 Census Tract
1G1RA6E45F,Thurston,Tumwater,WA,98501,2015,CHEVROLET,VOLT,Plug-in Hybrid Electric Vehicle (PHEV),Clean Alternative Fuel Vehicle Eligible,38,0,22,134821522,POINT (-122.8733203 47.0133209),PUGET SOUND ENERGY INC,53067010801
3FMTK4SXXR,Thurston,Tumwater,WA,98501,2024,FORD,MUSTANG MACH-E,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,0,35,269824593,POINT (-122.8733203 47.0133209),PUGET SOUND ENERGY INC,53067011720
1V2DNPE88P,Thurston,Tumwater,WA,98501,2023,VOLKSWAGEN,ID.4,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,0,22,272642968,POINT (-122.8733203 47.0133209),PUGET SOUND ENERGY INC,53067010801
3FMTK2SU6P,Thurston,Tumwater,WA,98501,2023,FORD,MUSTANG MACH-E,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,0,22,257371180,POINT (-122.8733203 47.0133209),PUGET SOUND ENERGY INC,53067010801
1N4BZ0CPXG,Thurston,Olympia,WA,98516,2016,NISSAN,LEAF,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,84,0,22,189195758,POINT (-122.75103 47.08149),PUGET SOUND ENERGY INC,53067012221
5YJ3E1EC0P,Thurston,Tumwater,WA,98501,2023,TESLA,MODEL 3,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,0,22,235043602,POINT (-122.8733203 47.0133209),PUGET SOUND ENERGY INC,53067011821
JA4J2VA78N,Thurston,Olympia,WA,98506,2022,MITSUBISHI,OUTLANDER,Plug-in Hybrid Electric Vehicle (PHEV),Not eligible due to low battery range,24,0,22,251157959,POINT (-122.87741 47.05997),PUGET SOUND ENERGY INC,53067010200
7SAXCBE64N,Thurston,Olympia,WA,98513,2022,TESLA,MODEL X,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,0,2,207966692,POINT (-122.7654699 46.9970624),PUGET SOUND ENERGY INC,53067012332
7SAYGDEE4P,Thurston,Tumwater,WA,98501,2023,TESLA,MODEL Y,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,0,22,264406586,POINT (-122.8733203 47.0133209),PUGET SOUND ENERGY INC,53067011720
5YJ3E1EB2R,Thurston,Olympia,WA,98513,2024,TESLA,MODEL 3,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,0,2,264449097,POINT (-122.7654699 46.9970624),PUGET SOUND ENERGY INC,53067012331
WVGTMPE28M,Thurston,Lacey,WA,98503,2021,VOLKSWAGEN,ID.4,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,0,22,186555365,POINT (-122.80665 47.019564),PUGET SOUND ENERGY INC,53067011622
1N4AZ1BV5N,Thurston,Tumwater,WA,98501,2022,NISSAN,LEAF,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,0,22,205624226,POINT (-122.8733203 47.0133209),PUGET SOUND ENERGY INC,53067010801
KL8CL6S01F,Thurston,Olympia,WA,98516,2015,CHEVROLET,SPARK,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,82,0,22,297654731,POINT (-122.75103 47.08149),PUGET SOUND ENERGY INC,53067012224
1G1RA6S56K,Thurston,Tumwater,WA,98501,2019,CHEVROLET,VOLT,Plug-in Hybrid Electric Vehicle (PHEV),Clean Alternative Fuel Vehicle Eligible,53,0,22,474853228,POINT (-122.8733203 47.0133209),PUGET SOUND ENERGY INC,53067010801
JTMABACA4R,Thurston,Olympia,WA,98512,2024,TOYOTA,BZ4X,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,0,35,269308049,POINT (-122.957046 46.991391),PUGET SOUND ENERGY INC,53067011822
3FA6P0PU7G,Thurston,Olympia,WA,98501,2016,FORD,FUSION,Plug-in Hybrid Electric Vehicle (PHEV),Not eligible due to low battery range,19,0,22,256514436,POINT (-122.8733203 47.0133209),PUGET SOUND ENERGY INC,53067010100
KNDC3DLCXR,Thurston,Yelm,WA,98597,2024,KIA,EV6,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,0,2,271845213,POINT (-122.60735 46.94239),PUGET SOUND ENERGY INC,53067012422
1C4RJXN62R,Thurston,Yelm,WA,98597,2024,JEEP,WRANGLER,Plug-in Hybrid Electric Vehicle (PHEV),Not eligible due to low battery range,21,0,2,268265672,POINT (-122.60735 46.94239),PUGET SOUND ENERGY INC,53067012422
5YJ3E1EB0L,Thurston,Lacey,WA,98503,2020,TESLA,MODEL 3,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,322,0,22,112480658,POINT (-122.80665 47.019564),PUGET SOUND ENERGY INC,53067011421
3FA6P0PU4G,Thurston,Tumwater,WA,98501,2016,FORD,FUSION,Plug-in Hybrid Electric Vehicle (PHEV),Not eligible due to low battery range,19,0,22,146660503,POINT (-122.8733203 47.0133209),PUGET SOUND ENERGY INC,53067010801
5YJ3E1EB0N,Thurston,Tumwater,WA,98501,2022,TESLA,MODEL 3,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,0,35,208211832,POINT (-122.8733203 47.0133209),PUGET SOUND ENERGY INC,53067011720
KNDC3DLC9N,Thurston,Olympia,WA,98513,2022,KIA,EV6,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,0,2,198884276,POINT (-122.7654699 46.9970624),PUGET SOUND ENERGY INC,53067012420
WA1E2AFY9P,Thurston,Olympia,WA,98513,2023,AUDI,Q5 E,Plug-in Hybrid Electric Vehicle (PHEV),Not eligible due to low battery range,23,0,20,224703321,POINT (-122.7654699 46.9970624),PUGET SOUND ENERGY INC,53067012610
7SAYGDEE4R,Thurston,Lacey,WA,98503,2024,TESLA,MODEL Y,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,0,2,264486057,POINT (-122.80665 47.019564),PUGET SOUND ENERGY INC,53067011627
3FMTK4SX4M,Thurston,Lacey,WA,98516,2021,FORD,MUSTANG MACH-E,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,0,22,183319902,POINT (-122.75103 47.08149),PUGET SOUND ENERGY INC,53067012330
5YJ3E1EA0P,Thurston,Olympia,WA,98512,2023,TESLA,MODEL 3,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,0,35,236275777,POINT (-122.957046 46.991391),PUGET SOUND ENERGY INC,53067011821
7SAYGDEE4R,Thurston,Lacey,WA,98516,2024,TESLA,MODEL Y,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,0,22,262180733,POINT (-122.75103 47.08149),PUGET SOUND ENERGY INC,53067012226
5YJ3E1EB1M,Thurston,Lacey,WA,98503,2021,TESLA,MODEL 3,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,0,22,233681402,POINT (-122.80665 47.019564),PUGET SOUND ENERGY INC,53067011625
JTDKARFP0H,Thurston,Olympia,WA,98501,2017,TOYOTA,PRIUS PRIME,Plug-in Hybrid Electric Vehicle (PHEV),Not eligible due to low battery range,25,0,22,203588878,POINT (-122.8733203 47.0133209),PUGET SOUND ENERGY INC,53067010100
5YJXCDE29K,Thurston,Olympia,WA,98516,2019,TESLA,MODEL X,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,289,0,22,202120999,POINT (-122.75103 47.08149),PUGET SOUND ENERGY INC,53067012221
5YJ3E1EA7M,Thurston,Olympia,WA,98502,2021,TESLA,MODEL 3,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,0,22,265082471,POINT (-122.92333 47.03779),PUGET SOUND ENERGY INC,53067011100
YV4H60LE6R,Thurston,Olympia,WA,98506,2024,VOLVO,XC90,Plug-in Hybrid Electric Vehicle (PHEV),Clean Alternative Fuel Vehicle Eligible,32,0,22,253394088,POINT (-122.87741 47.05997),PUGET SOUND ENERGY INC,53067012100
3C3CFFGE1H,Thurston,Olympia,WA,98513,2017,FIAT,500,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,84,0,2,127111582,POINT (-122.7654699 46.9970624),PUGET SOUND ENERGY INC,53067011624
2C4RC1H77J,Thurston,Tumwater,WA,98501,2018,CHRYSLER,PACIFICA,Plug-in Hybrid Electric Vehicle (PHEV),Clean Alternative Fuel Vehicle Eligible,33,0,22,115282002,POINT (-122.8733203 47.0133209),PUGET SOUND ENERGY INC,53067010801
1V2DNPE87P,Thurston,Lacey,WA,98503,2023,VOLKSWAGEN,ID.4,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,0,22,259166428,POINT (-122.80665 47.019564),PUGET SOUND ENERGY INC,53067011200
1G1RA6E46E,Thurston,Tumwater,WA,98501,2014,CHEVROLET,VOLT,Plug-in Hybrid Electric Vehicle (PHEV),Clean Alternative Fuel Vehicle Eligible,38,0,22,144387015,POINT (-122.8733203 47.0133209),PUGET SOUND ENERGY INC,53067010801
1G1RD6E42E,Thurston,Olympia,WA,98503,2014,CHEVROLET,VOLT,Plug-in Hybrid Electric Vehicle (PHEV),Clean Alternative Fuel Vehicle Eligible,38,0,2,129461895,POINT (-122.80665 47.019564),PUGET SOUND ENERGY INC,53067011500
7SAYGDEEXR,Thurston,Olympia,WA,98516,2024,TESLA,MODEL Y,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,0,22,267369070,POINT (-122.75103 47.08149),PUGET SOUND ENERGY INC,53067012221
2C4RC1L73M,Thurston,Lacey,WA,98516,2021,CHRYSLER,PACIFICA,Plug-in Hybrid Electric Vehicle (PHEV),Clean Alternative Fuel Vehicle Eligible,32,0,22,151597561,POINT (-122.75103 47.08149),PUGET SOUND ENERGY INC,53067012225
JN1DF0CD0P,Thurston,Lacey,WA,98516,2023,NISSAN,ARIYA,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,0,22,241731808,POINT (-122.75103 47.08149),PUGET SOUND ENERGY INC,53067012225
WVGGNPE29N,Thurston,Lacey,WA,98503,2022,VOLKSWAGEN,ID.4,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,0,22,211442689,POINT (-122.80665 47.019564),PUGET SOUND ENERGY INC,53067011422
JN1AZ0CP4B,Thurston,Lacey,WA,98516,2011,NISSAN,LEAF,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,73,0,22,2084911,POINT (-122.75103 47.08149),PUGET SOUND ENERGY INC,53067012221
1C4RJXR64R,Thurston,Olympia,WA,98513,2024,JEEP,WRANGLER,Plug-in Hybrid Electric Vehicle (PHEV),Not eligible due to low battery range,21,0,2,252673403,POINT (-122.7654699 46.9970624),PUGET SOUND ENERGY INC,53067011624
1FT6W1EVXP,Thurston,Olympia,WA,98513,2023,FORD,F-150,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,0,2,260841213,POINT (-122.7654699 46.9970624),PUGET SOUND ENERGY INC,53067012320
5YJ3E1EB9J,Thurston,Olympia,WA,98501,2018,TESLA,MODEL 3,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,215,0,22,113196527,POINT (-122.8733203 47.0133209),PUGET SOUND ENERGY INC,53067010300
1V2DSPE85R,Thurston,Olympia,WA,98512,2024,VOLKSWAGEN,ID.4,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,0,35,271687699,POINT (-122.957046 46.991391),PUGET SOUND ENERGY INC,53067011901
7SAYGDEE8P,Thurston,Tumwater,WA,98501,2023,TESLA,MODEL Y,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,0,22,261353326,POINT (-122.8733203 47.0133209),PUGET SOUND ENERGY INC,53067010801
7SAYGDEE5R,Thurston,Olympia,WA,98503,2024,TESLA,MODEL Y,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,0,2,267778339,POINT (-122.80665 47.019564),PUGET SOUND ENERGY INC,53067011628
50EA1GBA4N,Thurston,Olympia,WA,98502,2022,LUCID,AIR,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,0,22,254527661,POINT (-122.92333 47.03779),PUGET SOUND ENERGY INC,53067010520
WBY8P2C54K,Thurston,Olympia,WA,98501,2019,BMW,I3,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,153,0,22,193907332,POINT (-122.8733203 47.0133209),PUGET SOUND ENERGY INC,53067010300
1N4AZ1CPXJ,Thurston,Tumwater,WA,98501,2018,NISSAN,LEAF,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,151,0,22,159583126,POINT (-122.8733203 47.0133209),PUGET SOUND ENERGY INC,53067010801
JTMFB3FV6R,Thurston,Lacey,WA,98516,2024,TOYOTA,RAV4 PRIME,Plug-in Hybrid Electric Vehicle (PHEV),Clean Alternative Fuel Vehicle Eligible,42,0,22,262021609,POINT (-122.75103 47.08149),PUGET SOUND ENERGY INC,53067012221
7SAYGDEE3R,Thurston,Olympia,WA,98513,2024,TESLA,MODEL Y,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,0,35,264314865,POINT (-122.7654699 46.9970624),PUGET SOUND ENERGY INC,53067012610
5YJ3E1EC5N,Thurston,Yelm,WA,98597,2022,TESLA,MODEL 3,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,0,2,182681418,POINT (-122.60735 46.94239),PUGET SOUND ENERGY INC,53067012421
1G1FW6S04H,Thurston,Tumwater,WA,98501,2017,CHEVROLET,BOLT EV,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,238,0,22,226059130,POINT (-122.8733203 47.0133209),PUGET SOUND ENERGY INC,53067010801
1G1FY6S04K,Thurston,Tumwater,WA,98501,2019,CHEVROLET,BOLT EV,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,238,0,22,149084323,POINT (-122.8733203 47.0133209),PUGET SOUND ENERGY INC,53067010801
1N4BZ1CP4K,Thurston,Lacey,WA,98503,2019,NISSAN,LEAF,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,150,0,22,114377441,POINT (-122.80665 47.019564),PUGET SOUND ENERGY INC,53067011300
1G1FY6S05K,Thurston,Tumwater,WA,98501,2019,CHEVROLET,BOLT EV,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,238,0,22,169097113,POINT (-122.8733203 47.0133209),PUGET SOUND ENERGY INC,53067010801
5YJ3E1EB6R,Thurston,Yelm,WA,98597,2024,TESLA,MODEL 3,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,0,2,268819022,POINT (-122.60735 46.94239),PUGET SOUND ENERGY INC,53067012420
KM8K33AG1M,Thurston,Tumwater,WA,98512,2021,HYUNDAI,KONA ELECTRIC,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,0,22,166687832,POINT (-122.957046 46.991391),PUGET SOUND ENERGY INC,53067011822
JHMZC5F17J,Thurston,Tumwater,WA,98501,2018,HONDA,CLARITY,Plug-in Hybrid Electric Vehicle (PHEV),Clean Alternative Fuel Vehicle Eligible,47,0,22,152374204,POINT (-122.8733203 47.0133209),PUGET SOUND ENERGY INC,53067010801
1N4AZ1CVXN,Thurston,Tumwater,WA,98501,2022,NISSAN,LEAF,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,0,22,204829145,POINT (-122.8733203 47.0133209),PUGET SOUND ENERGY INC,53067010801
1C4JJXR66M,Thurston,Olympia,WA,98506,2021,JEEP,WRANGLER,Plug-in Hybrid Electric Vehicle (PHEV),Not eligible due to low battery range,21,0,22,152548490,POINT (-122.87741 47.05997),PUGET SOUND ENERGY INC,53067010200
7SAYGDEE4N,Thurston,Olympia,WA,98502,2022,TESLA,MODEL Y,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,0,22,227377090,POINT (-122.92333 47.03779),PUGET SOUND ENERGY INC,53067012002
5YJ3E1EA8L,Thurston,Yelm,WA,98597,2020,TESLA,MODEL 3,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,266,0,2,220514318,POINT (-122.60735 46.94239),PUGET SOUND ENERGY INC,53067012421
1FTBW9CK7N,Thurston,Tumwater,WA,98501,2022,FORD,TRANSIT,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,0,22,229719024,POINT (-122.8733203 47.0133209),PUGET SOUND ENERGY INC,53067010801
JHMZC5F18J,Thurston,Lacey,WA,98513,2018,HONDA,CLARITY,Plug-in Hybrid Electric Vehicle (PHEV),Clean Alternative Fuel Vehicle Eligible,47,0,22,219202203,POINT (-122.7654699 46.9970624),PUGET SOUND ENERGY INC,53067011623
1G1RA6S5XJ,Thurston,Tumwater,WA,98501,2018,CHEVROLET,VOLT,Plug-in Hybrid Electric Vehicle (PHEV),Clean Alternative Fuel Vehicle Eligible,53,0,22,290523446,POINT (-122.8733203 47.0133209),PUGET SOUND ENERGY INC,53067010801
5UXTA6C00N,Thurston,Olympia,WA,98516,2022,BMW,X5,Plug-in Hybrid Electric Vehicle (PHEV),Clean Alternative Fuel Vehicle Eligible,30,0,22,244513412,POINT (-122.75103 47.08149),PUGET SOUND ENERGY INC,53067012221
5YJYGAEE1M,Thurston,Tumwater,WA,98512,2021,TESLA,MODEL Y,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,0,22,149071709,POINT (-122.957046 46.991391),PUGET SOUND ENERGY INC,53067011822
5YJ3E1EB4R,Thurston,Olympia,WA,98507,2024,TESLA,MODEL 3,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,0,22,267215980,POINT (-122.89588 47.04117),PUGET SOUND ENERGY INC,53067010100
1G1RB6E4XC,Thurston,Olympia,WA,98516,2012,CHEVROLET,VOLT,Plug-in Hybrid Electric Vehicle (PHEV),Clean Alternative Fuel Vehicle Eligible,35,0,22,205875253,POINT (-122.75103 47.08149),PUGET SOUND ENERGY INC,53067012225
WVGDMPE26M,Thurston,Olympia,WA,98513,2021,VOLKSWAGEN,ID.4,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,0,2,172859739,POINT (-122.7654699 46.9970624),PUGET SOUND ENERGY INC,53067012331
1FADP5CU0D,Thurston,Olympia,WA,98513,2013,FORD,C-MAX,Plug-in Hybrid Electric Vehicle (PHEV),Not eligible due to low battery range,19,0,2,126712666,POINT (-122.7654699 46.9970624),PUGET SOUND ENERGY INC,53067012420
1G1RA6E4XD,Thurston,Tumwater,WA,98501,2013,CHEVROLET,VOLT,Plug-in Hybrid Electric Vehicle (PHEV),Clean Alternative Fuel Vehicle Eligible,38,0,22,242404970,POINT (-122.8733203 47.0133209),PUGET SOUND ENERGY INC,53067010801
5YJYGDEE2M,Thurston,Lacey,WA,98503,2021,TESLA,MODEL Y,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,0,22,176470430,POINT (-122.80665 47.019564),PUGET SOUND ENERGY INC,53067011422
JA4J24A59K,Thurston,Tumwater,WA,98501,2019,MITSUBISHI,OUTLANDER,Plug-in Hybrid Electric Vehicle (PHEV),Not eligible due to low battery range,22,0,22,137274028,POINT (-122.8733203 47.0133209),PUGET SOUND ENERGY INC,53067010801
1N4AZ1CP8L,Thurston,Centralia,WA,98531,2020,NISSAN,LEAF,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,149,0,20,141672184,POINT (-122.9735677 46.7269138),PUGET SOUND ENERGY INC,53067012720
JTMAB3FV2M,Thurston,Olympia,WA,98513,2021,TOYOTA,RAV4 PRIME,Plug-in Hybrid Electric Vehicle (PHEV),Clean Alternative Fuel Vehicle Eligible,42,0,35,179425879,POINT (-122.7654699 46.9970624),PUGET SOUND ENERGY INC,53067012610
1N4BZ1CPXK,Thurston,Olympia,WA,98503,2019,NISSAN,LEAF,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,150,0,22,347614564,POINT (-122.80665 47.019564),PUGET SOUND ENERGY INC,53067011628
7SAYGDEF0R,Thurston,Lacey,WA,98516,2024,TESLA,MODEL Y,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,0,22,264308859,POINT (-122.75103 47.08149),PUGET SOUND ENERGY INC,53067012226
WAUUPBFF4G,Thurston,Olympia,WA,98506,2016,AUDI,A3,Plug-in Hybrid Electric Vehicle (PHEV),Not eligible due to low battery range,16,0,22,222975637,POINT (-122.87741 47.05997),PUGET SOUND ENERGY INC,53067010200
5YJXCAE49K,Thurston,Olympia,WA,98501,2019,TESLA,MODEL X,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,289,0,35,270841756,POINT (-122.8733203 47.0133209),PUGET SOUND ENERGY INC,53067011722
1G1FZ6S06L,Thurston,Olympia,WA,98501,2020,CHEVROLET,BOLT EV,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,259,0,35,142069217,POINT (-122.8733203 47.0133209),PUGET SOUND ENERGY INC,53067011720
WAUTPBFF1J,Thurston,Lacey,WA,98516,2018,AUDI,A3,Plug-in Hybrid Electric Vehicle (PHEV),Not eligible due to low battery range,16,0,22,269993076,POINT (-122.75103 47.08149),PUGET SOUND ENERGY INC,53067012224
KM8K53AGXN,Thurston,Olympia,WA,98513,2022,HYUNDAI,KONA ELECTRIC,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,0,35,170971202,POINT (-122.7654699 46.9970624),PUGET SOUND ENERGY INC,53067012610
3MW5P9J08N,Thurston,Lacey,WA,98516,2022,BMW,330E,Plug-in Hybrid Electric Vehicle (PHEV),Not eligible due to low battery range,22,0,22,265897614,POINT (-122.75103 47.08149),PUGET SOUND ENERGY INC,53067012224
5YJYGDEF1L,Thurston,Tumwater,WA,98512,2020,TESLA,MODEL Y,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,291,0,22,103541357,POINT (-122.957046 46.991391),PUGET SOUND ENERGY INC,53067010910
JA4T5UA95R,Thurston,Olympia,WA,98501,2024,MITSUBISHI,OUTLANDER,Plug-in Hybrid Electric Vehicle (PHEV),Clean Alternative Fuel Vehicle Eligible,38,0,22,264376199,POINT (-122.8733203 47.0133209),PUGET SOUND ENERGY INC,53067010100
5YJ3E1EB8K,Thurston,Olympia,WA,98516,2019,TESLA,MODEL 3,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,220,0,22,273207581,POINT (-122.75103 47.08149),PUGET SOUND ENERGY INC,53067012221
KNDC34LBXP,Thurston,Lacey,WA,98503,2023,KIA,EV6,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,0,22,259989817,POINT (-122.80665 47.019564),PUGET SOUND ENERGY INC,53067011300
7SAYGDEE1R,Thurston,Olympia,WA,98501,2024,TESLA,MODEL Y,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,0,22,267903121,POINT (-122.8733203 47.0133209),PUGET SOUND ENERGY INC,53067010700
WA1VABGE9K,Thurston,Olympia,WA,98513,2019,AUDI,E-TRON,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,204,0,2,10026810,POINT (-122.7654699 46.9970624),PUGET SOUND ENERGY INC,53067012420
JA4J2VA75N,Thurston,Tumwater,WA,98501,2022,MITSUBISHI,OUTLANDER,Plug-in Hybrid Electric Vehicle (PHEV),Not eligible due to low battery range,24,0,22,203562565,POINT (-122.8733203 47.0133209),PUGET SOUND ENERGY INC,53067010801
KNDPZDDH4R,Thurston,Olympia,WA,98516,2024,KIA,SPORTAGE,Plug-in Hybrid Electric Vehicle (PHEV),Clean Alternative Fuel Vehicle Eligible,34,0,22,275026776,POINT (-122.75103 47.08149),PUGET SOUND ENERGY INC,53067012225
